Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
label_samuelfucksruby_3_32b2c227	r	Harder, Fuck me harder, Samuel.	game/events_scripts/ruby.rpy	216	r "[what]"
label_samuelfucksruby_3_e255334c	r	Fuck me harder,.	game/events_scripts/ruby.rpy	217	r "[what]"
label_samuelfucksruby_3_02d3a92f	r	Yes, yes, right there,	game/events_scripts/ruby.rpy	218	r "[what]"
label_samuelfucksruby_3_736115dd	s	Fuck, you're so tight,	game/events_scripts/ruby.rpy	219	s "[what]"
label_samuelfucksruby_3_09af775c	r	Yes, yes, more,	game/events_scripts/ruby.rpy	220	r "[what]"
samuel_fucks_ruby_day3_2_a9acdbeb	s	You're so fucking tight, Ruby,	game/events_scripts/ruby.rpy	232	s "[what]"
samuel_fucks_ruby_day3_2_332a962b	s	I can't get enough of you.	game/events_scripts/ruby.rpy	233	s "[what]"
samuel_fucks_ruby_day3_2_c3802979	r	You feel so good, Samuel. So fucking good.	game/events_scripts/ruby.rpy	234	r "[what]"
samuel_fucks_ruby_day3_2_a99eb1e0	s	Your pussy is so wet. You like it rough, don't you?	game/events_scripts/ruby.rpy	235	s "[what]"
samuel_fucks_ruby_day3_2_30dd7fdf	r	I love it when you fuck me rough.	game/events_scripts/ruby.rpy	236	r "[what]"
samuel_fucks_ruby_day3_2_a4ab29f4		{i}I mirrored their movements, my hand moving faster against my pussy.	game/events_scripts/ruby.rpy	242	"[what]"
samuel_fucks_ruby_day3_2_dbe2e613		{i}I could feel the wetness soaking through my shorts, my clit aching with need.	game/events_scripts/ruby.rpy	244	"[what]"
samuel_fucks_ruby_day3_2_ede0879a		{i}My own breath was coming in gasps now, my body tensing as I neared the edge.	game/events_scripts/ruby.rpy	245	"[what]"
samuel_fucks_ruby_day3_2_644b1d81		{i}I began to finger myself, my movements matching the rhythm of Samuel's thrusts.	game/events_scripts/ruby.rpy	247	"[what]"
samuel_fucks_ruby_day3_2_899d5f37		{i}Inside the barn, Ruby was crying out, her body trembling as Samuel fucked her harder and harder.	game/events_scripts/ruby.rpy	250	"[what]"
samuel_fucks_ruby_day3_2_abc59974	r	I'm going to come, Samuel. I'm going to come all over your cock.	game/events_scripts/ruby.rpy	251	r "[what]"
samuel_fucks_ruby_day3_2_3f36e9c7	r	Samuel... I'm... I'm going to come,	game/events_scripts/ruby.rpy	253	r "[what]"
samuel_fucks_ruby_day3_2_cae6aef9	s	Come for me, Ruby,	game/events_scripts/ruby.rpy	254	s "[what]"
samuel_fucks_ruby_day3_2_7c68b85f	s	Come all over my cock.	game/events_scripts/ruby.rpy	255	s "[what]"
samuel_fucks_ruby_day3_2_e9e9fb2a		{i}Her body tensed, and a loud cry escaped her lips as she climaxed. Samuel held her tightly, his own body shaking as he found his release.	game/events_scripts/ruby.rpy	260	"[what]"
samuel_fucks_ruby_day3_2_17bba8e6		{i}The sound of their pleasure pushed me over the edge. I bit down on my lip, my body convulsing as an orgasm ripped through me.	game/events_scripts/ruby.rpy	264	"[what]"
samuel_fucks_ruby_day3_2_46dd2a40		{i}I rode out the waves of pleasure, my body shaking as I came down from the high.	game/events_scripts/ruby.rpy	265	"[what]"
samuel_fucks_ruby_day3_2_8ed879ce		{i}As I caught my breath, I slipped my hand out of my shorts, my fingers still trembling from the aftershocks of my orgasm.	game/events_scripts/ruby.rpy	267	"[what]"
samuel_fucks_ruby_day3_2_6de58667		{i}I knew I shouldn't have been here, but I was glad I had.	game/events_scripts/ruby.rpy	268	"[what]"
samuel_fucks_ruby_day3_2_f2bf35e2		{i}I slipped away, my body still tingling from the intense encounter.	game/events_scripts/ruby.rpy	269	"[what]"
alex_fr1_emma_2a7df611	e	Promise me you'll come back safely.	game/freeroom/alex_emma_room.rpy	39	e "[what]"
alex_fr1_emma_ebb8f16c	e	Alex, please... be careful.	game/freeroom/alex_emma_room.rpy	44	e "[what]"
alex_fr1_emma_5f799741	e	I don't like this at all.	game/freeroom/alex_emma_room.rpy	45	e "[what]"
alex_fr1_emma_2a7df611_1	e	Promise me you'll come back safely.	game/freeroom/alex_emma_room.rpy	46	e "[what]"
alex_fr1_emma_a5b0bced	a_	Emma’s worry is so clear in her eyes, and it hits me harder than I expected.	game/freeroom/alex_emma_room.rpy	47	a_ "[what]"
alex_fr1_emma_cc1e5e35	a_	She’s right to be concerned, but I can’t let her fear hold me back. I need to take care of this, for both of us.	game/freeroom/alex_emma_room.rpy	48	a_ "[what]"
alex_fr1_glass_19621f76	a_	The glasses Isabella and I were drinking wine from earlier today.	game/freeroom/garden_bar.rpy	54	a_ "[what]"
alex_fr1_glass_2dabfbd4	a_	The glass I was drinking wine from earlier today.	game/freeroom/garden_bar.rpy	58	a_ "[what]"
alex_fr1_glass_a6cb73c3	a_	The glasses Emma and I were drinking wine from earlier today.	game/freeroom/garden_bar.rpy	62	a_ "[what]"
alex_fr1_knifer_18b62c65	a_	There it is...	game/freeroom/garden_bar.rpy	75	a_ "[what]"
alex_fr1_knifer_572188ae	a_	the knife that bastard used. He must have dropped it when I landed that punch. Who the hell is behind this?	game/freeroom/garden_bar.rpy	76	a_ "[what]"
alex_fr1_knifer_865c5ba6	a_	Who would want me dead? Was it someone from my past, or did I step on the wrong toes recently?	game/freeroom/garden_bar.rpy	78	a_ "[what]"
alex_fr1_knifer_fdac7c60	a_	This isn’t just some random attack; this was personal.	game/freeroom/garden_bar.rpy	79	a_ "[what]"
alex_fr1_knifer_8a46330d	a_	But whoever it was, they made a mistake, and I won’t let them get away with it.	game/freeroom/garden_bar.rpy	81	a_ "[what]"
alex_fr1_knifer_7faac8bd	a_	I need to find them before they can try something like this again. I need answers, and I won’t stop until I get them.	game/freeroom/garden_bar.rpy	83	a_ "[what]"
alex_fr1_knifer_b961110d	a_	Time to keep searching. I’ll find the son of a bitch, no matter where they’re hiding in this mansion.	game/freeroom/garden_bar.rpy	85	a_ "[what]"
alex_fr1_gym_glass_door_e3b57142	a_	It doesn't budge.	game/freeroom/gym.rpy	40	a_ "[what]"
alex_fr1_gym_glass_door_3bb96fa8	a_	There are no signs of forced entry.	game/freeroom/gym.rpy	41	a_ "[what]"
emma_fr1_ava_isabella_59b4404e		{i}The water in the jacuzzi rippled lazily as Ava leaned back, utterly relaxed. Isabella sat across from her, casually gesturing as she told some story that I barely caught bits of.	game/freeroom/jacuzzi.rpy	119	"[what]"
emma_fr1_ava_isabella_6b0fd349	e_	Isabella really knows how to carry herself. She always looks so damn effortless. I wonder what her secret is...	game/freeroom/jacuzzi.rpy	120	e_ "[what]"
emma_fr1_ava_isabella_0429ec99	e_	maybe it’s just confidence. Or maybe she doesn’t give a damn.	game/freeroom/jacuzzi.rpy	121	e_ "[what]"
emma_fr1_ava_isabella_80b45b5e		{i}The candles flickered around the hot tub, with rose petals floating lazily on the warm water.	game/freeroom/jacuzzi.rpy	122	"[what]"
emma_fr1_ava_isabella_9d249b8a		{i}The soft murmur of Ava and Isabella's voices drifted toward me as I approached, the kind of quiet conversation shared between two women with secrets.	game/freeroom/jacuzzi.rpy	123	"[what]"
emma_fr1_ava_isabella_4b691e82	i	He actually thought he could come back after everything that happened… The nerve of him.	game/freeroom/jacuzzi.rpy	125	i "[what]"
emma_fr1_ava_isabella_ea101a23	av	Well, he was always bold… Remember that time at the party—	game/freeroom/jacuzzi.rpy	126	av "[what]"
emma_fr1_ava_isabella_cfa30c77		{i}My arrival cut their laughter short. Isabella looked up at me with a smile that felt more like a mask, concealing whatever was really going on in her mind.	game/freeroom/jacuzzi.rpy	127	"[what]"
emma_fr1_ava_isabella_14d4d33f	i	Oh, Emma… I didn’t hear you coming.	game/freeroom/jacuzzi.rpy	129	i "[what]"
emma_fr1_ava_isabella_b8ae9cbc	e	Sorry, I didn’t mean to interrupt. You two seemed to be having fun.	game/freeroom/jacuzzi.rpy	130	e "[what]"
emma_fr1_ava_isabella_24f2437d	e_	Isabella clearly has something to hide, or maybe she just doesn’t want me in on it.	game/freeroom/jacuzzi.rpy	132	e_ "[what]"
emma_fr1_ava_isabella_473fdcc5		{i}Ava smiling and shifting slightly in the tub.	game/freeroom/jacuzzi.rpy	134	"[what]"
emma_fr1_ava_isabella_802f4aef	av	Not at all! Come on, join us. The water’s perfect.	game/freeroom/jacuzzi.rpy	135	av "[what]"
emma_fr1_ava_isabella_5b17bece		{i}I hesitated for a moment, watching Isabella’s face as she kept her polite smile, but there was an undercurrent of discomfort in her eyes.	game/freeroom/jacuzzi.rpy	137	"[what]"
emma_fr1_ava_isabella_9f8b2ea0	e__	Maybe Isabella isn’t so thrilled about me being here. She’s trying to hide it well, but I can feel it. Well, too bad for her... If Ava’s inviting me, why not enjoy it?	game/freeroom/jacuzzi.rpy	139	e__ "[what]"
emma_fr1_ava_isabella_4674c647	e	I’m not one to turn down an invitation.	game/freeroom/jacuzzi.rpy	140	e "[what]"
emma_fr1_ava_isabella_2725a438	i	Well, I think I’ve relaxed enough for one day… I need to take care of a few things.	game/freeroom/jacuzzi.rpy	143	i "[what]"
emma_fr1_ava_isabella_240e3b63	e__	Things’? Really? What a lame excuse. Someone here is running from something, and it’s not me.	game/freeroom/jacuzzi.rpy	144	e__ "[what]"
emma_fr1_ava_isabella_c95e52dc	e	Oh, too bad. I thought we could spend a bit more time together.	game/freeroom/jacuzzi.rpy	145	e "[what]"
emma_fr1_ava_isabella_6d589504	i	Maybe another time. You two have fun.	game/freeroom/jacuzzi.rpy	146	i "[what]"
emma_fr1_ava_isabella_810a4fcc		{i}Once Isabella left, the atmosphere shifted. Ava sighed deeply, sinking a little lower into the water.	game/freeroom/jacuzzi.rpy	148	"[what]"
emma_fr1_ava_isabella_62d4bfce		{i}I settled beside her, feeling the warmth envelop my body as the tension Isabella had left behind started to dissolve.	game/freeroom/jacuzzi.rpy	149	"[what]"
emma_fr1_ava_isabella_3374a214	av	She’s always been like that, hasn’t changed a bit.	game/freeroom/jacuzzi.rpy	151	av "[what]"
emma_fr1_ava_isabella_b8283f37	e	Like what?	game/freeroom/jacuzzi.rpy	152	e "[what]"
emma_fr1_ava_isabella_e0591e7e	av	Always running off when things start to get… intense.	game/freeroom/jacuzzi.rpy	154	av "[what]"
emma_fr1_ava_isabella_cfe31a09	e__	Intense? Hmm… This is getting more interesting. But let’s not rush it, Ava. We’ve still got time for some fun.	game/freeroom/jacuzzi.rpy	155	e__ "[what]"
emma_fr1_ava_isabella_658be11a	e_	Shut up.	game/freeroom/jacuzzi.rpy	156	e_ "[what]"
emma_fr1_ava_isabella_803d61a8	e	Well, now that she’s gone, what were you saying about that party?	game/freeroom/jacuzzi.rpy	157	e "[what]"
emma_fr1_ava_isabella_67b6e8a9		{i}As the warm water of the jacuzzi soothed my muscles, Ava’s laughter filled the air, soft and melodic.	game/freeroom/jacuzzi.rpy	159	"[what]"
emma_fr1_ava_isabella_7375bf9f	i	Ruby, come help me with something! I’ll be just a minute.	game/freeroom/jacuzzi.rpy	160	i "[what]"
emma_fr1_ava_isabella_581801c5		{i}Ruby hesitated only for a second before slipping out of the water, dripping wet as she padded over to join Isabella. Ava caught my gaze and smirked.	game/freeroom/jacuzzi.rpy	161	"[what]"
emma_fr1_ava_isabella_306dfb12	av	Isabella always knows how to make an exit, doesn’t she?	game/freeroom/jacuzzi.rpy	162	av "[what]"
emma_fr1_ava_isabella_82f049c6	e	Oh, absolutely. It’s like she’s never without a plan.	game/freeroom/jacuzzi.rpy	163	e "[what]"
emma_fr1_ava_isabella_d0568f71	av	Just like you, Emma.	game/freeroom/jacuzzi.rpy	165	av "[what]"
emma_fr1_ava_isabella_163ea930	e_	I didn't understand. But it scared me...	game/freeroom/jacuzzi.rpy	166	e_ "[what]"
emma_fr1_ava_isabella_88ac4098	e__	Don't you understand, you idiot?	game/freeroom/jacuzzi.rpy	167	e__ "[what]"
emma_fr1_ava_isabella_b009a032	e__	She understands you, she knows you, you're a good girl. But why?	game/freeroom/jacuzzi.rpy	168	e__ "[what]"
emma_fr1_ava_isabella_a217ed89	e_	Shut up. You're annoying sometimes.	game/freeroom/jacuzzi.rpy	169	e_ "[what]"
emma_fr1_ava_isabella_7bd8db7b	e__	God, sometimes I wonder what the hell they're always scheming. Though, honestly, do I even care? Not right now. This bath is way too comfortable.	game/freeroom/jacuzzi.rpy	171	e__ "[what]"
emma_fr1_ava_isabella_ccef1b4b		{i}I leaned back against the edge, feeling the tension slip from my shoulders.	game/freeroom/jacuzzi.rpy	172	"[what]"
emma_fr1_ava_isabella_94d6f178		{i}My eyes followed Tanya as she strolled across the room, her posture relaxed and assured, heading straight for Zara, who was readying herself by the massage table.	game/freeroom/jacuzzi.rpy	173	"[what]"
emma_fr1_ava_isabella_c80ff595	e__	And there goes Tanya, off for her pampering session. A little princess with her perfect muscles. Honestly, if it weren’t so predictable, it’d be laughable.	game/freeroom/jacuzzi.rpy	174	e__ "[what]"
emma_fr1_ava_isabella_bab54120	e__	But hey, can’t say I blame her. A massage from Zara sounds divine right now.	game/freeroom/jacuzzi.rpy	175	e__ "[what]"
emma_fr1_ava_isabella_4e301a7e	av	You know...I kinda envy them. They always seem to have everything together, don’t they?	game/freeroom/jacuzzi.rpy	178	av "[what]"
emma_fr1_ava_isabella_1c17f293	e	Together? Please. They’re as messy as the rest of us...they just hide it better.	game/freeroom/jacuzzi.rpy	180	e "[what]"
emma_fr1_ava_isabella_dd36c082	e__	A little envy from Ava? Interesting. Guess even the perfect ones have their doubts. Maybe she’s not so untouchable after all.	game/freeroom/jacuzzi.rpy	181	e__ "[what]"
emma_fr1_ava_isabella_8841e4c5	e_	Everything is envy for you.	game/freeroom/jacuzzi.rpy	182	e_ "[what]"
emma_fr1_ava_isabella_61946a50	av	You’re probably right. We’re all just great at pretending. But for now...let’s keep pretending we’re not tangled in whatever mess is waiting outside this tub.	game/freeroom/jacuzzi.rpy	185	av "[what]"
emma_fr1_ava_isabella_c2615b27	av	sabella certainly knows how to keep people guessing. But then, you don’t seem to be the guessing type.	game/freeroom/jacuzzi.rpy	186	av "[what]"
emma_fr1_ava_isabella_aaf77e29	e	Not when I’ve already seen enough to make my mind up.	game/freeroom/jacuzzi.rpy	187	e "[what]"
emma_fr1_ava_isabella_8527f092		{i}I watched her closely, curious to see if she’d take the bait. Ava leaned back slightly, letting the water lap against her skin as she spoke with a touch more care in her voice now.	game/freeroom/jacuzzi.rpy	189	"[what]"
emma_fr1_ava_isabella_3424c0ad	av	And what do you make of... old flames? They have a way of showing up in the most unexpected places, don’t they?	game/freeroom/jacuzzi.rpy	192	av "[what]"
emma_fr1_ava_isabella_fe6ddf1b	e	Old flames, huh? They tend to linger, don’t they? Like smoke. Even when you think they’ve burned out, you can still smell it in the air.	game/freeroom/jacuzzi.rpy	194	e "[what]"
emma_fr1_ava_isabella_d3e6fb23	e_	What is she getting at? Is she talking about herself or someone else? And why does this feel personal all of a sudden? Could she be... no. That’s ridiculous.	game/freeroom/jacuzzi.rpy	195	e_ "[what]"
emma_fr1_ava_isabella_939c7022	av	Yeah, some fires never truly go out. They just... smolder quietly, waiting for the right breeze to spark them back to life.	game/freeroom/jacuzzi.rpy	198	av "[what]"
emma_fr1_ava_isabella_f48cb165	e	Sounds like someone’s got something—or someone—on her mind.	game/freeroom/jacuzzi.rpy	200	e "[what]"
emma_fr1_ava_isabella_391d7cfd	e_	What is she talking about? Why is this bothering me?	game/freeroom/jacuzzi.rpy	201	e_ "[what]"
emma_fr1_ava_isabella_3b2d7dd4	e__	Don't you understand? Are you an idiot?	game/freeroom/jacuzzi.rpy	202	e__ "[what]"
emma_fr1_ava_isabella_52bc851a	e_	Shut up!	game/freeroom/jacuzzi.rpy	203	e_ "[what]"
emma_fr1_ava_isabella_7e32dabd	av	Maybe. Or maybe it’s just the heat in here, playing tricks.	game/freeroom/jacuzzi.rpy	206	av "[what]"
emma_fr1_ava_isabella_7d6e3bc0	e_	What the hell is she trying to say? Is she implying what I think she is?	game/freeroom/jacuzzi.rpy	207	e_ "[what]"
emma_fr1_ava_isabella_1286d51d	e_	Could Alex...	game/freeroom/jacuzzi.rpy	209	e_ "[what]"
emma_fr1_ava_isabella_41e18a71	e_	No, it couldn’t be. Could it?	game/freeroom/jacuzzi.rpy	210	e_ "[what]"
emma_fr1_ava_isabella_791301f7	e	You know, there’s something about the past that can really mess with your head. Even when you think you’re over it, someone shows up and suddenly...	game/freeroom/jacuzzi.rpy	211	e "[what]"
emma_fr1_ava_isabella_8ebbcc59	av	True. It’s funny how that happens, isn’t it? Old memories can stir up feelings you thought you’d buried.	game/freeroom/jacuzzi.rpy	214	av "[what]"
emma_fr1_ava_isabella_ff8e4702	av	Sometimes those feelings are... surprisingly strong.	game/freeroom/jacuzzi.rpy	215	av "[what]"
emma_fr1_ava_isabella_92f97bc2		{i}She glanced at me, her eyes carrying a hint of something deeper.	game/freeroom/jacuzzi.rpy	217	"[what]"
